2015-8-19 17:01:09, 83
2015-8-19 17:06:11, 82
2015-8-19 17:11:13, 85
2015-8-19 17:16:16, 87
2015-8-19 17:21:18, 86
2015-8-19 17:26:20, 88
2015-8-19 17:31:22, 91
2015-8-19 17:36:25, 92
2015-8-19 17:41:27, 94
2015-8-19 17:46:29, 101
2015-8-19 17:51:31, 103
2015-8-19 17:56:33, 105
2015-8-19 18:01:35, 107
2015-8-19 18:06:37, 106
2015-8-19 18:11:39, 108
2015-8-19 18:16:41, 113
2015-8-19 18:21:43, 113
2015-8-19 18:26:44, 119
2015-8-19 18:31:46, 118
2015-8-19 18:36:48, 119
2015-8-19 18:41:50, 121
2015-8-19 18:46:52, 120
2015-8-19 18:51:54, 123
2015-8-19 18:56:56, 122
2015-8-19 19:01:58, 123
2015-8-19 19:07:00, 128
2015-8-19 19:12:02, 131
2015-8-19 19:17:04, 128
2015-8-19 19:22:06, 124
2015-8-19 19:27:08, 122
2015-8-19 19:32:10, 119
2015-8-19 19:37:12, 126
2015-8-19 19:42:14, 122
2015-8-19 19:47:16, 124
2015-8-19 19:52:19, 124
2015-8-19 19:57:21, 130
2015-8-19 20:02:23, 130
2015-8-19 20:07:25, 135
2015-8-19 20:12:27, 134
2015-8-19 20:17:29, 133
2015-8-19 20:22:31, 131
2015-8-19 20:27:33, 134
2015-8-19 20:32:35, 135
2015-8-19 20:37:37, 134
2015-8-19 20:42:39, 141
2015-8-19 20:47:41, 140
2015-8-19 20:52:44, 141
2015-8-19 20:57:46, 148
2015-8-19 21:02:49, 148
2015-8-19 21:07:52, 145
2015-8-19 21:12:55, 150
2015-8-19 21:17:58, 151
2015-8-19 21:23:00, 155
2015-8-19 21:28:02, 158
2015-8-19 21:33:05, 164
2015-8-19 21:38:07, 164
2015-8-19 21:43:09, 166
2015-8-19 21:48:11, 168
2015-8-19 21:53:13, 170
2015-8-19 21:58:15, 171
2015-8-19 22:03:16, 167
2015-8-19 22:08:18, 165
2015-8-19 22:13:20, 167
2015-8-19 22:18:23, 169
2015-8-19 22:23:24, 164
2015-8-19 22:28:27, 164
2015-8-19 22:33:29, 164
2015-8-19 22:38:31, 160
2015-8-19 22:43:34, 162
2015-8-19 22:48:36, 163
2015-8-19 22:53:38, 162
2015-8-19 22:58:40, 161
2015-8-19 23:03:42, 163
2015-8-19 23:08:44, 164
2015-8-19 23:13:46, 166
2015-8-19 23:18:48, 165
2015-8-19 23:23:55, 171
2015-8-19 23:28:59, 171
2015-8-19 23:34:03, 164
2015-8-19 23:39:05, 160
2015-8-19 23:44:07, 160
2015-8-19 23:49:09, 159
2015-8-19 23:54:11, 154
2015-8-19 23:59:13, 153
2015-8-20 00:04:15, 146
2015-8-20 00:09:17, 148
2015-8-20 00:14:19, 144
2015-8-20 00:19:21, 144
2015-8-20 00:24:23, 142
2015-8-20 00:29:26, 137
2015-8-20 00:39:28, 133
2015-8-20 01:00:28, 0
2015-8-20 05:59:28, 0
2015-8-20 08:22:40, 43
2015-8-20 08:27:42, 43
2015-8-20 08:32:44, 42
2015-8-20 08:37:48, 8
2015-8-20 08:42:52, 46
2015-8-20 09:17:59, 53
2015-8-20 09:43:07, 20
2015-8-20 09:48:10, 16
2015-8-20 12:12:59, 82
2015-8-20 12:18:02, 84
2015-8-20 12:23:04, 84
2015-8-20 12:28:06, 84
2015-8-20 12:33:08, 87
2015-8-20 12:38:10, 89
2015-8-20 12:43:12, 89
2015-8-20 12:48:14, 92
2015-8-20 12:53:16, 90
2015-8-20 12:58:18, 89
2015-8-20 13:03:20, 88
2015-8-20 13:08:22, 91
2015-8-20 13:13:24, 90
2015-8-20 13:18:37, 89
2015-8-20 13:23:39, 89
2015-8-20 13:28:41, 90
2015-8-20 13:33:43, 89
2015-8-20 13:38:46, 92
2015-8-20 13:43:48, 93
2015-8-20 13:48:51, 93
2015-8-20 13:53:53, 94
2015-8-20 13:58:56, 99
2015-8-20 14:03:58, 103
2015-8-20 14:09:01, 109
2015-8-20 14:14:03, 119
2015-8-20 14:19:06, 121
2015-8-20 14:24:08, 122
2015-8-20 14:29:11, 121
2015-8-20 14:34:13, 124
2015-8-20 14:39:16, 123
2015-8-20 14:44:19, 120
2015-8-20 14:49:22, 116
2015-8-20 14:54:24, 113
2015-8-20 16:10:18, 105
2015-8-20 16:15:20, 108
2015-8-20 16:20:22, 104
2015-8-20 16:25:24, 103
2015-8-20 16:30:26, 102
2015-8-20 16:35:28, 102
2015-8-20 16:40:32, 100
2015-8-20 16:45:34, 102
2015-8-20 16:50:36, 102
2015-8-20 16:55:40, 108
2015-8-20 17:00:43, 103
2015-8-20 17:05:45, 101
2015-8-20 17:10:47, 103
2015-8-20 17:15:50, 104
2015-8-20 17:20:53, 103
2015-8-20 17:25:56, 114
2015-8-20 17:30:59, 116
2015-8-20 17:36:01, 72
2015-8-20 17:41:03, 105
2015-8-20 17:46:06, 103
2015-8-20 17:51:08, 107
2015-8-20 17:56:11, 110
2015-8-20 18:01:14, 111
2015-8-20 18:06:17, 111
2015-8-20 18:11:20, 108
2015-8-20 18:16:22, 107
2015-8-20 18:21:25, 108
2015-8-20 18:26:27, 105
2015-8-20 18:31:30, 102
2015-8-20 18:36:32, 99
2015-8-20 18:41:35, 105
2015-8-20 18:46:38, 100
2015-8-20 18:51:41, 99
2015-8-20 18:56:44, 105
2015-8-20 19:01:47, 105
2015-8-20 19:06:49, 107
2015-8-20 19:11:51, 107
